"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Arun Mahajan as Trustee of CFCL Employees Welfare Trust","Other","Equity Shares","863000","0.21",,"27000","1984500","Sell","Equity Shares","836000","0.2","19-Jun-2020","19-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","22-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1073955_267437_22062020053821_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Naveen Pal Singh","Employees/Designated Employees","Equity Shares","9000","0",,"9000","661500","Buy","Equity Shares","18000","0","19-Jun-2020","19-Jun-2020","22-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","22-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1073955_267437_22062020053821_WEB.xml"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","7(2)","NCVI ENTERPRISES LIMITED","Promoter Group","Equity Shares","994032","1.75",,"1418000","290690000","Buy","Equity Shares","2412032","4.14","08-Jun-2020","17-Jun-2020","19-Jun-2020","Conversion of security","-","-","0","0","0","0","NA","-","22-Jun-2020 17:04","https://archives.nseindia.com/corporate/xbrl/IT_1073954_267424_22062020050406_WEB.xml"
"NESCO","Nesco Limited","7(2)","PATEL CONSULTANCY SERVICES PRIVATE LIMITED","Promoter Group","Equity Shares","5353000","7.6",,"9500","4294328","Buy","Equity Shares","5362500","7.61","18-Jun-2020","18-Jun-2020","20-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jun-2020 16:36","https://archives.nseindia.com/corporate/xbrl/IT_1073950_267417_22062020043622_WEB.xml"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","7(2)","V.RAJVIRDHAN","Promoters","Equity Shares","3966596","12.64",,"14500","3206386","Sell","Equity Shares","3952096","12.59","19-Jun-2020","19-Jun-2020","22-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 16:10","https://archives.nseindia.com/corporate/xbrl/IT_1073948_267403_22062020041047_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","11964100","1.72",,"195000","7547087","Buy","Equity Shares","12159100","1.75","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","22-Jun-2020 16:08","https://archives.nseindia.com/corporate/xbrl/IT_1073947_267398_22062020040838_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","11274100","1.62",,"690000","26137326","Buy","Equity Shares","11964100","1.72","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jun-2020 16:08","https://archives.nseindia.com/corporate/xbrl/IT_1073947_267398_22062020040838_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","12159100","1.75",,"27837","1057806","Buy","Equity Shares","12186937","1.76","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jun-2020 16:08","https://archives.nseindia.com/corporate/xbrl/IT_1073947_267398_22062020040838_WEB.xml"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","7(2)","Adventz Finance Private Limited","Promoter Group","Equity Shares","860000","0.73",,"1615361","60118588","Buy","Equity Shares","2475361","2.09","17-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","22-Jun-2020 16:03","https://archives.nseindia.com/corporate/xbrl/IT_1073944_267385_22062020040316_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","Standard Life Investments Limited","Promoters","Equity Shares","57228305","26.89",,"12000000","28593603262","Sell","Equity Shares","45228305","21.25","17-Jun-2020","18-Jun-2020","21-Jun-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","22-Jun-2020 15:46","https://archives.nseindia.com/corporate/xbrl/IT_1073943_267381_22062020034624_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Prasad BSV","Employees/Designated Employees","Equity Shares","647852","0",,"50000","19550000","Sell","Equity Shares","597852","0","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 15:19","https://archives.nseindia.com/corporate/xbrl/IT_1073942_267367_22062020031905_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Veena Vasanth","Employees/Designated Employees","Equity Shares","85036","0",,"1500","593000","Sell","Equity Shares","83536","0","02-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 15:19","https://archives.nseindia.com/corporate/xbrl/IT_1073942_267367_22062020031905_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","Indusind International Holdings Ltd","Promoters","Equity Shares","68175939","9.83",,"139000","68210311","Buy","Equity Shares","68314939","9.85","18-Jun-2020","19-Jun-2020","22-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","22-Jun-2020 15:10","https://archives.nseindia.com/corporate/xbrl/IT_1073940_267363_22062020031011_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","SUDARSHAN KASTURI","Key Managerial Personnel","Equity Shares","16105","0",,"5000","870043","Sell","Equity Shares","11105","0","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 12:06","https://archives.nseindia.com/corporate/xbrl/IT_1073936_267345_22062020120618_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Mahindra & Mahindra Financial Services Limited Employees' Stock Option Trust","Other","Equity Shares","2162327","0.35",,"35061","70122","Sell","Equity Shares","2127266","0.34","19-Jun-2020","19-Jun-2020","22-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","22-Jun-2020 12:03","https://archives.nseindia.com/corporate/xbrl/IT_1073935_267342_22062020120358_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Rangachari Balaji","Employees/Designated Employees","Equity Shares","54357","0.01",,"13960","2434624","Buy","Equity Shares","68317","0.01","19-Jun-2020","19-Jun-2020","22-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","22-Jun-2020 12:03","https://archives.nseindia.com/corporate/xbrl/IT_1073935_267342_22062020120358_WEB.xml"
"GAEL","Gujarat Ambuja Exports Limited","7(2)","Jupiter Corporate Services Limited","Other","Equity Shares","11186","0.01",,"91","12029","Buy","Equity Shares","11277","0.01","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","22-Jun-2020 11:55","https://archives.nseindia.com/corporate/xbrl/IT_1073932_267336_22062020115515_WEB.xml"
"GAEL","Gujarat Ambuja Exports Limited","7(2)","Jupiter Corporate Services Limited","Other","Equity Shares","11277","0.01",,"1895","250485","Buy","Equity Shares","13172","0.01","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","22-Jun-2020 11:55","https://archives.nseindia.com/corporate/xbrl/IT_1073932_267336_22062020115515_WEB.xml"
"NCC","NCC Limited","7(2)","SRINIVAS RAMA RAJU ALLURI","Promoters","Equity Shares","2018668","0.33",,"313772","9137076","Sell","Equity Shares","1704896","0.28","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","22-Jun-2020 11:25","https://archives.nseindia.com/corporate/xbrl/IT_1073930_267325_22062020112549_WEB.xml"
"NCC","NCC Limited","7(2)","ALLURI NARAYANA RAJU","Promoters","Equity Shares","4094806","0.67",,"2083228","60575548","Sell","Equity Shares","2011578","0.33","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","22-Jun-2020 11:25","https://archives.nseindia.com/corporate/xbrl/IT_1073930_267325_22062020112549_WEB.xml"
"NCC","NCC Limited","7(2)","A V S R HOLDINGS PRIVATE LIMITED","Promoters","Equity Shares","54888278","9",,"2397000","69723813","Buy","Equity Shares","57285278","9.39","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","22-Jun-2020 11:25","https://archives.nseindia.com/corporate/xbrl/IT_1073930_267325_22062020112549_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Amit Raghuvanshi","Employees/Designated Employees","Equity Shares","81320","0.01",,"3000","7515000","Sell","Equity Shares","78320","0.01","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Amit Raghuvanshi","Employees/Designated Employees","Equity Shares","78320","0.01",,"1000","2700000","Sell","Equity Shares","77320","0.01","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Jayant Kothare","Employees/Designated Employees","Equity Shares","1750","0",,"1750","4663750","Sell","Equity Shares","Nil","0","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Anurag Chottani","Employees/Designated Employees","Equity Shares","9000","0",,"5000","13348400","Sell","Equity Shares","4000","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manish Jain","Employees/Designated Employees","Equity Shares","Nil","0",,"3750","2870138","Buy","Equity Shares","3750","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Vivek Likhite","Employees/Designated Employees","Equity Shares","47500","0",,"3000","7836000","Sell","Equity Shares","44500","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manish Jain","Employees/Designated Employees","Equity Shares","3750","0",,"3750","9763125","Sell","Equity Shares","Nil","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","22-Jun-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1073926_267306_22062020102243_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","MITTAL BRIJESHKUMAR JAGDI SHKUMAR","Promoter Group","Equity Shares","1340167","11.41",,"49000","7634690","Sell","Equity Shares","1291167","10.99","19-Jun-2020","19-Jun-2020","21-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Jun-2020 22:09","https://archives.nseindia.com/corporate/xbrl/IT_1073925_267293_21062020100910_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","Brijeshkumar Jagdishkumar Mittal","Promoters","Equity Shares","290998","2.48",,"41000","6399280","Sell","Equity Shares","249998","2.13","19-Jun-2020","19-Jun-2020","21-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Jun-2020 22:09","https://archives.nseindia.com/corporate/xbrl/IT_1073925_267293_21062020100910_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","DENIM FEB (MUMBAI) PVT LTD","Promoter Group","Equity Shares","1916667","16.31",,"6000","936600","Sell","Equity Shares","1910667","16.26","19-Jun-2020","19-Jun-2020","21-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Jun-2020 22:09","https://archives.nseindia.com/corporate/xbrl/IT_1073925_267293_21062020100910_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Madhup Agrawal","Employees/Designated Employees","Equity Shares","652586","2.26",,"4000","9212000","Sell","Equity Shares","648586","2.24","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Jun-2020 20:48","https://archives.nseindia.com/corporate/xbrl/IT_1073923_267289_21062020084841_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Madhup Agrawal","Employees/Designated Employees","Equity Shares","656586","2.27",,"4000","9006000","Sell","Equity Shares","652586","2.26","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Jun-2020 20:48","https://archives.nseindia.com/corporate/xbrl/IT_1073923_267289_21062020084841_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","JAYA CHANDRAKANT GOGRI","Promoter Group","Equity Shares","5915128","3.39",,"10000","9576166","Sell","Equity Shares","5905128","3.39","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Jun-2020 13:50","https://archives.nseindia.com/corporate/xbrl/IT_1073921_267252_21062020015034_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","11808","0.04",,"7142","9083818","Sell","Equity Shares","4666","0.02","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 23:58","https://archives.nseindia.com/corporate/xbrl/IT_1073919_267232_20062020115845_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","13203","0.04",,"1395","1735786","Sell","Equity Shares","11808","0.04","18-Jun-2020","18-Jun-2020","20-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 23:58","https://archives.nseindia.com/corporate/xbrl/IT_1073919_267232_20062020115845_WEB.xml"
"CYIENT","Cyient Limited","7(2)","BODANAPU AVANTI REDDY","Immediate relative","Equity Shares","100000","0.09",,"22500","4975200","Buy","Equity Shares","122500","0.11","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","20-Jun-2020 20:51","https://archives.nseindia.com/corporate/xbrl/IT_1073917_267181_20062020085116_WEB.xml"
"CYIENT","Cyient Limited","7(2)","B Sucharitha","Promoters","Equity Shares","967883","0.88",,"60000","12819000","Buy","Equity Shares","1027883","0.93","16-Jun-2020","19-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","20-Jun-2020 20:51","https://archives.nseindia.com/corporate/xbrl/IT_1073917_267181_20062020085116_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RAKESH UTTAMCHANDANI","Employees/Designated Employees","Equity Shares","2952","0",,"2950","1059787","Sell","Equity Shares","2","0","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 20:13","https://archives.nseindia.com/corporate/xbrl/IT_1073915_267170_20062020081305_WEB.xml"
"SBILIFE","SBI Life Insurance Company Limited","7(2)","Mr. Sanjeev Kumar Pujari","Employees/Designated Employees","Equity Shares","9120","0",,"2703","1520302","Buy","Equity Shares","11823","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","20-Jun-2020 19:59","https://archives.nseindia.com/corporate/xbrl/IT_1073913_267148_20062020075919_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","NARENDRA GANGAN","Employees/Designated Employees","Equity Shares","13100","0",,"1000","507000","Sell","Equity Shares","12100","0","16-Jun-2020","16-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:52","https://archives.nseindia.com/corporate/xbrl/IT_1073911_267144_20062020075256_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SANJAY VIJ","Employees/Designated Employees","Equity Shares","321700","0.02",,"2000","1025000","Sell","Equity Shares","319700","0.02","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:52","https://archives.nseindia.com/corporate/xbrl/IT_1073911_267144_20062020075256_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SANJAY VIJ","Employees/Designated Employees","Equity Shares","322700","0.02",,"1000","525680","Sell","Equity Shares","321700","0.02","08-Jun-2020","08-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:52","https://archives.nseindia.com/corporate/xbrl/IT_1073911_267144_20062020075256_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SURESH BADAMI","Director","Equity Shares","258028","0.01",,"40000","20191600","Sell","Equity Shares","218028","0.01","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:52","https://archives.nseindia.com/corporate/xbrl/IT_1073911_267144_20062020075256_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","NARENDRA GANGAN","Employees/Designated Employees","Equity Shares","12100","0",,"2000","1025000","Sell","Equity Shares","10100","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:52","https://archives.nseindia.com/corporate/xbrl/IT_1073911_267144_20062020075256_WEB.xml"
"METROPOLIS","Metropolis Healthcare Limited","7(2)","Dr. Nilesh Shah","Employees/Designated Employees","Equity Shares","33222","0.07",,"500","738675","Sell","Equity Shares","32722","0.06","19-Jun-2020","19-Jun-2020","20-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:10","https://archives.nseindia.com/corporate/xbrl/IT_1073909_267141_20062020071050_WEB.xml"
"METROPOLIS","Metropolis Healthcare Limited","7(2)","Mr. Vijender Singh","Key Managerial Personnel","Equity Shares","36171","0.07",,"16171","23610708","Sell","Equity Shares","20000","0.04","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:10","https://archives.nseindia.com/corporate/xbrl/IT_1073909_267141_20062020071050_WEB.xml"
"METROPOLIS","Metropolis Healthcare Limited","7(2)","Dr. Nilesh Shah","Employees/Designated Employees","Equity Shares","33722","0.07",,"500","735000","Sell","Equity Shares","33222","0.07","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:10","https://archives.nseindia.com/corporate/xbrl/IT_1073909_267141_20062020071050_WEB.xml"
"METROPOLIS","Metropolis Healthcare Limited","7(2)","Dr. Nilesh Shah","Employees/Designated Employees","Equity Shares","33752","0.07",,"30","43950","Sell","Equity Shares","33722","0.07","08-Jun-2020","08-Jun-2020","10-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 19:10","https://archives.nseindia.com/corporate/xbrl/IT_1073909_267141_20062020071050_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","13577700","0.56",,"3000000","575550000","Pledge","Equity Shares","13577700","0.56","17-Jun-2020","17-Jun-2020","18-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","14177700","0.59",,"1000000","193400000","Pledge","Equity Shares","14177700","0.59","18-Jun-2020","18-Jun-2020","19-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","14177700","0.59",,"420005","80804229","Buy","Equity Shares","14597705","0.6","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","13577700","0.56",,"600000","114902327","Buy","Equity Shares","14177700","0.59","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jun-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1073907_267119_20062020052018_WEB.xml"
"VMART","V-Mart Retail Limited","7(2)","Smiti Agarwal","Promoters","Equity Shares","313505","1.73",,"19440","34992000","Sell","Equity Shares","294065","1.62","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1073905_267101_20062020045232_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Munish Mittal","Employees/Designated Employees","Equity Shares","60400","0",,"1800","1811005","Sell","Equity Shares","58600","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Kaizad Bharucha","Director","Equity Shares","2256102","0.04",,"100000","103100000","Sell","Equity Shares","2156102","0.04","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Jomy Abraham","Employees/Designated Employees","Equity Shares","22700","0",,"1700","1754000","Sell","Equity Shares","21000","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Deepak Kumar Mohanty","Employees/Designated Employees","Equity Shares","39000","0",,"2000","2907598","Sell","Equity Shares","37000","0","16-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anand Mankodi","Employees/Designated Employees","Equity Shares","201500","0",,"8000","8122418","Sell","Equity Shares","193500","0","17-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Neena Handa","Employees/Designated Employees","Equity Shares","45300","0",,"2000","2050000","Sell","Equity Shares","43300","0","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ritesh Sampat","Employees/Designated Employees","Equity Shares","25500","0",,"3000","3029490","Sell","Equity Shares","22500","0","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Amit Dayal","Employees/Designated Employees","Equity Shares","41800","0",,"7000","7050000","Sell","Equity Shares","34800","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Bhagyesh B Thakar","Employees/Designated Employees","Equity Shares","30850","0",,"3200","3176000","Sell","Equity Shares","27650","0","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Sanmoy Chakrabarti","Employees/Designated Employees","Equity Shares","19600","0",,"19600","19668043","Sell","Equity Shares","Nil","0","17-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Bhaskar Chandra Panda","Employees/Designated Employees","Equity Shares","156748","0",,"6000","5935000","Sell","Equity Shares","150748","0","17-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1073903_267083_20062020040738_WEB.xml"
"ADANIGREEN","Adani Green Energy Limited","7(2)","Adani Trading Services LLP","Promoter Group","Equity Shares","530579350","33.92",,"15121000","6360600000","Pledge Revoke","Equity Shares","530579350","33.92","19-Jun-2020","19-Jun-2020","20-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","20-Jun-2020 14:53","https://archives.nseindia.com/corporate/xbrl/IT_1073901_267050_20062020025315_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","ICICI Bank Limited","Promoters","Equity Shares","253843806","55.86",,"18000000","22509901800","Sell","Equity Shares","235843806","51.89","19-Jun-2020","19-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 13:39","https://archives.nseindia.com/corporate/xbrl/IT_1073899_267038_20062020013927_WEB.xml"
